Data from dark_USB4E013581_00015.txt Node
Date: Wed May 08 15:05:46 EDT 2019
User: dh1006
Spectrometer: USB4E01358
Autoset integration time: false
Trigger mode: 4
Integration Time (sec): 2.925000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
Stray light correction enabled: false
XAxis mode: Wavelengths
Stop averaging: false
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
176.727	-14.97
176.966	-14.97
177.205	-14.97
177.444	-66.17
177.683	5.51
177.922	17.8
178.161	66.95
178.4	46.47
178.638	-47.73
178.877	25.99
179.116	-2.68
179.355	40.33
179.593	-41.59
179.832	81.29
180.071	23.95
180.309	114.06
180.548	56.71
180.786	-10.87
181.025	30.09
181.263	81.29
181.502	99.72
181.74	56.71
181.979	64.9
182.217	66.95
182.456	69
182.694	40.33
182.932	38.28
183.17	42.38
183.409	46.47
183.647	66.95
183.885	103.82
184.123	54.67
184.361	130.44
184.6	28.04
184.838	48.52
185.076	62.86
185.314	15.75
185.552	56.71
185.79	13.71
186.028	-39.54
186.266	25.99
186.503	23.95
186.741	54.67
186.979	91.53
187.217	7.56
187.455	38.28
187.693	21.9
187.93	28.04
188.168	13.71
188.406	28.04
188.643	5.51
188.881	-35.45
189.119	48.52
189.356	48.52
189.594	54.67
189.831	56.71
190.069	81.29
190.306	-31.35
190.543	-17.01
190.781	21.9
191.018	13.71
191.256	54.67
191.493	30.09
191.73	64.9
191.967	21.9
192.205	30.09
192.442	17.8
192.679	91.53
192.916	23.95
193.153	-2.68
193.39	48.52
193.628	25.99
193.865	13.71
194.102	40.33
194.339	17.8
194.576	-35.45
194.813	79.24
195.049	34.19
195.286	-27.25
195.523	48.52
195.76	3.47
195.997	-2.68
196.234	81.29
196.47	107.91
196.707	13.71
196.944	21.9
197.18	15.75
197.417	-19.06
197.654	105.86
197.89	46.47
198.127	97.67
198.363	95.62
198.6	15.75
198.836	5.51
199.073	38.28
199.309	71.05
199.546	9.61
199.782	46.47
200.018	95.62
200.255	50.57
200.491	71.05
200.727	5.51
200.963	62.86
201.199	54.67
201.436	25.99
201.672	15.75
201.908	54.67
202.144	40.33
202.38	36.23
202.616	81.29
202.852	73.1
203.088	23.95
203.324	54.67
203.56	-25.21
203.796	64.9
204.032	69
204.268	87.43
204.503	62.86
204.739	58.76
204.975	5.51
205.211	89.48
205.446	23.95
205.682	54.67
205.918	46.47
