Data from light_USB4E013581_00007.txt Node
Date: Wed May 08 15:04:40 EDT 2019
User: dh1006
Spectrometer: USB4E01358
Autoset integration time: false
Trigger mode: 4
Integration Time (sec): 2.925000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
Stray light correction enabled: false
XAxis mode: Wavelengths
Stop averaging: false
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
176.727	-8.19
176.966	-8.19
177.205	-8.19
177.444	-55.3
177.683	-102.4
177.922	45.06
178.161	59.39
178.4	-16.38
178.638	24.58
178.877	20.48
179.116	16.38
179.355	22.53
179.593	10.24
179.832	2.05
180.071	12.29
180.309	-18.43
180.548	-6.14
180.786	-6.14
181.025	77.82
181.263	86.01
181.502	32.77
181.74	45.06
181.979	24.58
182.217	67.58
182.456	157.69
182.694	75.77
182.932	106.49
183.17	59.39
183.409	65.53
183.647	65.53
183.885	69.63
184.123	49.15
184.361	53.25
184.6	102.4
184.838	51.2
185.076	67.58
185.314	-8.19
185.552	65.53
185.79	104.45
186.028	65.53
186.266	114.69
186.503	49.15
186.741	69.63
186.979	65.53
187.217	59.39
187.455	118.78
187.693	40.96
187.93	118.78
188.168	73.73
188.406	94.21
188.643	83.97
188.881	57.34
189.119	151.55
189.356	81.92
189.594	59.39
189.831	106.49
190.069	59.39
190.306	75.77
190.543	139.26
190.781	55.3
191.018	32.77
191.256	122.88
191.493	90.11
191.73	6.14
191.967	79.87
192.205	88.06
192.442	69.63
192.679	73.73
192.916	75.77
193.153	126.97
193.39	79.87
193.628	126.97
193.865	110.59
194.102	34.82
194.339	108.54
194.576	104.45
194.813	47.1
195.049	59.39
195.286	108.54
195.523	4.1
195.76	98.3
195.997	153.6
196.234	75.77
196.47	49.15
196.707	118.78
196.944	63.49
197.18	57.34
197.417	73.73
197.654	83.97
197.89	69.63
198.127	131.07
198.363	102.4
198.6	57.34
198.836	139.26
199.073	126.97
199.309	81.92
199.546	4.1
199.782	57.34
200.018	98.3
200.255	94.21
200.491	32.77
200.727	47.1
200.963	174.08
201.199	131.07
201.436	51.2
201.672	73.73
201.908	49.15
202.144	77.82
202.38	75.77
202.616	49.15
202.852	77.82
203.088	53.25
203.324	135.17
203.56	114.69
203.796	83.97
204.032	45.06
204.268	71.68
204.503	75.77
204.739	45.06
204.975	92.16
205.211	98.3
205.446	90.11
205.682	114.69
205.918	122.88
206.153	124.93
206.389	-8.19
206.625	38.91
206.86	59.39
207.096	75.77
207.331	49.15
207.567	86.01
207.802	96.25
208.037	90.11
208.273	86.01
208.508	16.38
208.744	61.44
208.979	61.44
209.214	51.2
209.449	49.15
209.685	45.06
209.92	40.96
210.155	75.77
210.39	147.45
210.625	53.25
210.86	145.41
211.095	38.91
211.33	24.58
211.565	73.73
211.8	16.38
212.035	24.58
212.27	57.34
212.505	176.13
212.74	55.3
212.975	96.25
213.21	106.49
213.444	61.44
213.679	81.92
213.914	18.43
214.149	18.43
214.383	67.58
214.618	59.39
214.853	16.38
215.087	65.53
215.322	77.82
215.556	40.96
215.791	65.53
216.025	30.72
216.26	90.11
216.494	59.39
216.729	57.34
216.963	92.16
217.197	86.01
217.432	114.69
217.666	-28.67
217.9	131.07
218.135	81.92
218.369	149.5
218.603	75.77
218.837	114.69
219.071	43.01
219.306	67.58
219.54	81.92
219.774	98.3
220.008	112.64
220.242	96.25
220.476	36.86
220.71	79.87
220.944	22.53
221.178	61.44
221.411	77.82
221.645	16.38
221.879	83.97
222.113	26.62
222.347	16.38
222.58	81.92
222.814	106.49
223.048	98.3
223.281	73.73
223.515	126.97
223.749	57.34
223.982	83.97
224.216	26.62
224.449	57.34
224.683	69.63
224.916	92.16
225.15	141.31
225.383	67.58
225.617	116.73
225.85	106.49
226.083	32.77
226.317	47.1
226.55	-4.1
226.783	49.15
227.016	96.25
227.25	45.06
227.483	49.15
227.716	67.58
227.949	20.48
228.182	45.06
228.415	73.73
228.648	12.29
228.881	79.87
229.114	12.29
229.347	59.39
229.58	69.63
229.813	81.92
230.046	141.31
230.279	88.06
230.512	65.53
230.745	124.93
230.977	65.53
231.21	155.65
231.443	104.45
231.675	53.25
231.908	73.73
232.141	61.44
232.373	43.01
232.606	57.34
232.839	92.16
233.071	92.16
233.304	77.82
233.536	98.3
233.769	34.82
234.001	122.88
234.233	73.73
234.466	135.17
234.698	81.92
234.93	133.12
235.163	114.69
235.395	100.35
235.627	59.39
235.86	129.02
236.092	81.92
236.324	73.73
236.556	135.17
236.788	90.11
237.02	143.36
237.252	73.73
237.484	159.74
237.716	147.45
237.948	131.07
238.18	45.06
238.412	122.88
238.644	110.59
