Data from transSpec_Transmission_00002.txt Node
Date: Fri May 03 15:22:15 EDT 2019
User: dh1006
Spectrometer: USB4E01358
Autoset integration time: false
Trigger mode: 4
Integration Time (sec): 6.500000E-1
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
Stray light correction enabled: false
XAxis mode: Wavelengths
Stop averaging: false
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
176.727	18500
176.966	18500
177.205	18500
177.444	95.26
177.683	118.57
177.922	75.22
178.161	2528.57
178.4	179.32
178.638	113.48
178.877	143.12
179.116	91.79
179.355	120.53
179.593	524.61
179.832	-160.84
180.071	-1625.93
180.309	22.15
180.548	31.76
180.786	113.28
181.025	62.34
181.263	97.8
181.502	31.94
181.74	99.76
181.979	97.54
182.217	82.1
182.456	128.13
182.694	96.08
182.932	56.48
183.17	87.45
183.409	107.14
183.647	64.86
183.885	135.93
184.123	74.8
184.361	103.55
184.6	79.97
184.838	62.51
185.076	73.78
185.314	51.76
185.552	108.54
185.79	84.15
186.028	49.39
186.266	4.34
186.503	63.44
186.741	59.29
186.979	198.23
187.217	65.28
187.455	77.17
187.693	159.86
187.93	146.21
188.168	71.76
188.406	58.96
188.643	93.79
188.881	49.64
189.119	104.4
189.356	31.35
189.594	103.37
189.831	90.05
190.069	73.91
190.306	77.3
190.543	87.72
190.781	40.55
191.018	102.41
191.256	96.4
191.493	53.12
191.73	114.62
191.967	33.38
192.205	46.43
192.442	47.61
192.679	88.59
192.916	15.04
193.153	20.71
193.39	54.79
193.628	50.63
193.865	-20.78
194.102	67.36
194.339	128.58
194.576	77.36
194.813	109.95
195.049	42.2
195.286	28.02
195.523	86.04
195.76	57.37
195.997	156.19
196.234	100.69
196.47	102.16
196.707	110.87
196.944	39.39
197.18	164.29
197.417	47.83
197.654	46.96
197.89	102.56
198.127	71.16
198.363	80.51
198.6	93.72
198.836	89.43
199.073	48.25
199.309	135.31
199.546	301.1
199.782	95.41
200.018	76.97
200.255	64.37
200.491	60.29
200.727	112.79
200.963	15.07
201.199	104.19
201.436	428.95
201.672	46.23
201.908	71.13
202.144	89.51
202.38	84.27
202.616	59.12
202.852	82.09
203.088	80.65
203.324	94.56
203.56	68.88
203.796	120.75
204.032	158.64
204.268	5.28
204.503	28.07
204.739	92.93
204.975	100.51
205.211	26.47
205.446	118.12
205.682	31.65
205.918	21.75
206.153	100.62
206.389	107.06
206.625	65.59
206.86	52.48
207.096	80.8
207.331	81.66
207.567	105.59
207.802	72.59
208.037	20.41
208.273	44.27
208.508	42.99
208.744	128.78
208.979	23.57
209.214	78.01
209.449	22.41
209.685	86.12
209.92	89.58
210.155	112.47
210.39	87.12
210.625	63.07
210.86	92.57
211.095	92.6
211.33	24.94
211.565	85.09
211.8	170.3
212.035	57.74
212.27	103.19
212.505	71.67
212.74	73.33
212.975	125.32
213.21	56.61
213.444	119.62
213.679	46.75
213.914	55.69
214.149	107.03
214.383	55.84
214.618	109.84
214.853	60.22
215.087	93.5
215.322	126.87
215.556	97.15
215.791	80.45
216.025	38.34
216.26	54.93
216.494	52.54
216.729	91.01
216.963	84.67
217.197	67.36
217.432	63.16
217.666	59.65
217.9	78.64
218.135	74.21
218.369	80.66
218.603	76.72
218.837	74.07
219.071	13.36
219.306	16.08
219.54	125.69
219.774	75.86
220.008	44.56
220.242	92.37
220.476	68.66
220.71	85.13
220.944	99.7
221.178	71.48
221.411	97.04
221.645	77.61
221.879	59.6
222.113	55.78
222.347	70.31
222.58	93.18
222.814	112.16
223.048	62.66
223.281	44.38
223.515	91.33
223.749	130.56
223.982	74.52
224.216	93.53
224.449	102.97
224.683	90.72
224.916	87.15
225.15	104.58
225.383	117.36
225.617	66.95
225.85	105.06
226.083	119.61
226.317	110.71
226.55	36.69
226.783	38.12
227.016	56.84
227.25	76.3
227.483	88.12
227.716	79.39
